-28.0818277663386,-48.27643664465917,0
-28.031082792309405,-48.291110269794345,0
-27.98550528973676,-48.31350307850307,0
-27.937225930285873,-48.344434775475165,0
-27.88283763408627,-48.3696122787487,0
-27.836042724206113,-48.3902452654428,0
-27.794343508887035,-48.43014930452179,0
-27.744019382147822,-48.46155893645613,0
-27.68467683440472,-48.47407992413912,0
-27.63848308604278,-48.49685782965506,0
-27.592187593665255,-48.524930138679515,0
-27.54609966945144,-48.54713096925518,0
-27.493120003959994,-48.563087785975185,0
-27.440674330052108,-48.584109044047835,0
-27.391389899274188,-48.60600402996088,0
-27.342673269039068,-48.625908841817285,0
-27.293193802394228,-48.65000612543529,0
-27.246196705441537,-48.679445662894686,0
-27.1843286975175,-48.709944760557086,0
-27.121822853911347,-48.737259726357486,0
-27.07083874521279,-48.760811393639614,0
-27.01185313371698,-48.79116797449147,0
-26.96301204642427,-48.81372529790118,0
-26.91642875681743,-48.834707997009914,0
-26.868233522038615,-48.84892335168211,0
-26.818255622885623,-48.85924405107719,0
-26.757559786509493,-48.87687000624131,0
-26.706262535571568,-48.88333240176947,0
-26.656004657408783,-48.890702399211676,0
-26.595340262319294,-48.903433455864246,0
-26.54503998319229,-48.90598203631523,0
-26.491019552848734,-48.90858072580989,0
-26.43992443985952,-48.91377604936663,0
-26.388666699658035,-48.91804998739782,0
-26.329091478651733,-48.917621551026485,0
-26.273972787919543,-48.91600963500182,0
-26.222740538425448,-48.9112553092382,0
-26.172237201625137,-48.89728054717599,0
-26.120191046561956,-48.88060715594705,0
-26.068284757883973,-48.85858634352247,0
-26.162765624735638,-48.899954081223925,0
-26.227953011899096,-48.927048192909496,0
-26.28701227136739,-48.96033157430625,0
-26.3498854451476,-48.96542072449808,0
-26.312031397729967,-48.93088204683764,0
-26.26281748207093,-48.90804248569351,0
-26.213151890299812,-48.91824815019136,0
-26.163991185777135,-48.90097725348323,0
-25.954598304868313,-48.909758086587296,0
-25.759495099724365,-48.921173977279736,0
-25.697682636176165,-48.92375540693761,0
-25.651059511254466,-48.8898408391499,0
-25.597778396225543,-48.846828879049546,0
-25.543721021168373,-48.80156412140182,0
-25.489206584379335,-48.75233845996212,0
-25.438045480484266,-48.7117734395718,0
-25.396768237053504,-48.68043312270777,0
-25.36949258835759,-48.62787400919354,0
-25.356390686039084,-48.5747140238885,0
-25.344973350314945,-48.51968371106482,0
-25.333799004307096,-48.46466120621568,0
-25.35143421135551,-48.51387658851313,0
-25.38333924539235,-48.629517318197074,0
-25.418804275195644,-48.686166559940446,0
-25.393518101155266,-48.640312663824766,0
-25.362345733669844,-48.58682742078565,0
-25.329457304779076,-48.532008711886974,0
-25.280976095452175,-48.450724833816544,0
-25.200432165203527,-48.3174757073918,0
-25.11818889478395,-48.18499883143636,0
-25.05111437472973,-48.08354020223185,0
-24.98627713991685,-47.98392162131271,0
-24.935820309019334,-47.9123528524383,0
-24.903640461362343,-47.859098318819214,0
-24.86202633034621,-47.79039471959133,0
-24.835522775224838,-47.73308658125115,0
-24.80861559722803,-47.66742526252957,0
-24.776322195605317,-47.59581337389108,0
-24.753324788975252,-47.54825604359393,0
-24.72417371230591,-47.50185672876995,0
-24.695087830050195,-47.4514575325294,0
-24.659567051281925,-47.39867212520218,0
-24.632183804353716,-47.35245599543323,0
-24.607279663613504,-47.30550413632342,0
-24.58578406829593,-47.25669106122614,0
-24.54056800307889,-47.2337352204773,0
-24.48937786568145,-47.220380485271804,0
-24.409135238373757,-47.187782020655135,0
-24.350561854738586,-47.14274925142993,0
-24.368843588987637,-47.19379914087938,0
-24.45397053330146,-47.18521674348318,0
-24.50549354994922,-47.18083429641295,0
-24.540031484321396,-47.218909096677116,0
-24.59239154169099,-47.21742808381757,0
-24.642766637321092,-47.21928096115505,0
-24.69046447976835,-47.20141061151968,0
-24.713128271229532,-47.15524467898707,0
-24.72480116211921,-47.08891565582916,0
-24.710323758203447,-46.98467017247174,0
-24.701075227157105,-46.91603784271022,0
-24.68690811945491,-46.82678248196415,0
-24.66637689392755,-46.719365370997025,0
-24.645954234878047,-46.610212356076225,0
-24.62573380128436,-46.50955972046348,0
-24.61383283281328,-46.43445208485316,0
-24.600158597339348,-46.35852501647076,0
-24.577679409948846,-46.26295120768533,0
-24.55432787686921,-46.18421033128184,0
-24.531465871277142,-46.10988165565472,0
-24.515066541602966,-46.04611710850331,0
-24.492353771780124,-45.98179345686762,0
-24.479271379333863,-45.91856126387203,0
-24.462230849633137,-45.861465801404194,0
-24.445212799875335,-45.7984186978601,0
-24.4061983983261,-45.70904932092833,0
-24.380554986316575,-45.64203478001255,0
-24.34466525707599,-45.556830053285665,0
-24.305992597057056,-45.444849457286914,0
-24.277865814996545,-45.35895600419994,0
-24.266572558203375,-45.295295224159496,0
-24.257299868607113,-45.24452905799099,0
-24.239557536935553,-45.1764260690732,0
-24.21667012894563,-45.107178572721324,0
-24.189519094350068,-45.031258651917874,0
-24.184157273507573,-44.97612790405433,0
-24.171558648079984,-44.916095690183475,0
-24.148376423344583,-44.870898992120736,0
-24.13006169389395,-44.82203214433951,0
-24.10750457275382,-44.75316612443598,0
-24.10041802805897,-44.68489081203874,0
-24.091573961725487,-44.62119818437123,0
-24.067528057178777,-44.547810918280184,0
-24.035940437578905,-44.45115832091701,0
-24.023212825914126,-44.39585104228156,0
-24.016412280962474,-44.34323555669569,0
-24.011356196702252,-44.29243508910328,0
-23.996057268362616,-44.20722314099838,0
-23.98611396035283,-44.13605339318853,0
-23.97993291638176,-44.07075330070308,0
-23.974951600907985,-44.02040297010395,0
-23.970901804538197,-43.96475899394802,0
-23.972493854502847,-43.888995406654814,0
-23.969948731744473,-43.816844132703324,0
-23.975678375707023,-43.74101094871428,0
